graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,feat_feature_04,X,Y,Z
0,31,0,True,False,False,0.0,0.0,0.0,1.0,0.0,86.356529,28.369388,5.7
0,32,0,True,False,False,0.0,0.0,0.0,1.0,0.0,79.916183,28.369388,9.5
0,33,0,True,False,False,0.0,1.0,0.0,0.0,0.0,39.087832,42.548053,2.783456
0,34,0,True,False,False,0.0,0.0,0.0,1.0,0.0,76.69601,28.369388,1.9
0,35,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,28.596421,5.7
0,36,0,True,False,False,0.0,0.0,0.0,1.0,0.0,92.796875,24.701782,9.5
0,37,0,True,False,False,0.0,0.0,0.0,1.0,0.0,75.901882,81.428566,1.9
0,38,0,True,False,False,0.0,0.0,0.0,1.0,0.0,59.974566,81.428566,9.5
0,39,0,True,False,False,0.0,0.0,0.0,1.0,0.0,64.779723,68.943401,1.9
0,40,0,True,False,False,0.0,1.0,0.0,0.0,0.0,52.541252,47.80114,2.783456
0,41,0,True,False,False,0.0,0.0,0.0,1.0,0.0,105.30817,28.369388,9.5
0,42,0,True,False,False,0.0,0.0,0.0,1.0,0.0,64.779722,43.546619,5.7
0,43,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.681709,78.762569,13.3
0,44,0,True,False,False,0.0,0.0,0.0,1.0,0.0,66.241364,74.529693,5.7
0,45,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.815319,21.034175,9.5
0,46,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.999897,43.546619,1.9
0,47,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.314271,39.599241,1.9
0,48,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.021193,74.529694,9.5
0,49,0,True,False,False,1.0,0.0,0.0,0.0,0.0,9.366043,52.019642,-3.0
0,50,0,True,False,False,1.0,0.0,0.0,0.0,0.0,93.872837,66.538713,-3.0
0,51,0,True,False,False,0.0,0.0,0.0,1.0,0.0,86.356529,28.369388,1.9
0,52,0,True,False,False,0.0,0.0,0.0,1.0,0.0,83.136357,24.701782,9.5
0,53,0,True,False,False,0.0,0.0,0.0,1.0,0.0,105.308171,28.369389,13.3
0,54,0,True,False,False,0.0,0.0,1.0,0.0,0.0,35.081802,43.546619,9.5
0,55,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.681709,74.529693,5.7
0,56,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.999897,46.721218,13.3
0,57,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194964,17.5936,13.3
0,58,0,True,False,False,0.0,0.0,1.0,0.0,0.0,58.339377,46.721218,9.5
0,59,0,True,False,False,1.0,0.0,0.0,0.0,0.0,110.774197,59.279179,-3.0
0,60,0,True,False,False,1.0,0.0,0.0,0.0,0.0,17.816723,81.057785,-3.0
0,61,0,True,False,False,0.0,0.0,0.0,1.0,0.0,59.974565,78.76257,17.1
0,62,0,True,False,False,1.0,0.0,0.0,0.0,0.0,76.971478,8.462421,-3.0
0,63,0,True,False,False,0.0,0.0,0.0,1.0,0.0,92.796875,28.369388,1.9
0,64,0,True,False,False,0.0,0.0,0.0,1.0,0.0,22.754617,43.266849,13.3
0,65,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194964,46.934458,9.5
0,66,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.021192,71.863697,5.7
0,67,0,True,False,False,0.0,0.0,1.0,0.0,0.0,55.119203,46.721218,13.3
0,68,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534444,32.264029,1.9
0,69,0,True,False,False,0.0,0.0,0.0,0.0,1.0,28.560028,36.919175,9.0
0,70,0,True,False,False,0.0,0.0,0.0,1.0,0.0,69.461536,81.428566,17.1
0,71,0,True,False,False,0.0,0.0,0.0,1.0,0.0,74.440242,43.546619,1.9
0,72,0,True,False,False,1.0,0.0,0.0,0.0,0.0,17.816723,8.462421,-3.0
0,73,0,True,False,False,0.0,0.0,0.0,1.0,0.0,102.457393,32.036996,5.7
0,74,0,True,False,False,0.0,0.0,1.0,0.0,0.0,61.55955,43.54662,13.3
0,75,0,True,False,False,0.0,0.0,0.0,1.0,0.0,76.781151,46.721218,9.5
0,76,0,True,False,False,0.0,0.0,0.0,1.0,0.0,60.595145,21.034175,1.9
0,77,0,True,False,False,1.0,0.0,0.0,0.0,0.0,26.267402,37.500568,-3.0
0,78,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534443,28.596421,5.7
0,79,0,True,False,False,1.0,0.0,0.0,0.0,0.0,93.872837,8.462421,-3.0
0,80,0,True,False,False,1.0,0.0,0.0,0.0,0.0,85.422157,88.317322,-3.0
0,81,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,46.934458,13.3
0,82,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.97479,32.264029,13.3
0,83,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.681709,71.863697,9.5
0,84,0,True,False,False,0.0,0.0,0.0,1.0,0.0,69.461536,71.863697,17.1
0,85,0,True,False,False,0.0,0.0,0.0,1.0,0.0,99.23722,32.036996,9.5
0,86,0,True,False,False,1.0,0.0,0.0,0.0,0.0,43.16876,52.019642,-3.0
0,87,0,True,False,False,1.0,0.0,0.0,0.0,0.0,17.816723,37.500568,-3.0
0,88,0,True,False,False,0.0,0.0,0.0,0.0,1.0,70.340804,37.91506,7.6
0,89,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,46.934458,1.9
0,90,0,True,False,False,1.0,0.0,0.0,0.0,0.0,110.774197,88.317322,-3.0
0,91,0,True,False,False,0.0,0.0,0.0,1.0,0.0,77.386951,59.419609,1.9
0,92,0,True,False,False,1.0,0.0,0.0,0.0,0.0,51.61944,37.500568,-3.0
0,93,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.035492,21.034175,9.5
0,94,0,True,False,False,0.0,0.0,0.0,1.0,0.0,60.595145,21.034175,5.7
0,95,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.974791,46.934458,9.5
0,96,0,True,False,False,0.0,0.0,0.0,1.0,0.0,96.017048,28.369388,9.5
0,97,0,True,False,False,0.0,0.0,0.0,1.0,0.0,102.457394,21.034175,13.3
0,98,0,True,False,False,0.0,0.0,0.0,1.0,0.0,66.241363,78.762569,5.7
0,99,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.314271,32.264028,1.9
0,100,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194963,43.266849,1.9
0,101,0,True,False,False,0.0,0.0,0.0,1.0,0.0,92.796875,32.036996,13.3
0,102,0,True,False,False,1.0,0.0,0.0,0.0,0.0,34.71808,52.019642,-3.0
0,103,0,True,False,False,0.0,0.0,0.0,1.0,0.0,60.595145,28.369388,13.3
0,104,0,True,False,False,0.0,0.0,0.0,1.0,0.0,69.461536,71.863697,5.7
0,105,0,True,False,False,0.0,1.0,0.0,0.0,0.0,39.087832,47.80114,2.783456
0,106,0,True,False,False,0.0,0.0,0.0,1.0,0.0,92.796875,32.036996,1.9
0,107,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.220069,59.419609,5.7
0,108,0,True,False,False,0.0,0.0,0.0,1.0,0.0,76.69601,24.701782,5.7
0,109,0,True,False,False,0.0,0.0,0.0,1.0,0.0,70.255664,32.036996,5.7
0,110,0,True,False,False,0.0,0.0,0.0,1.0,0.0,89.576702,24.701782,5.7
0,111,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.021192,81.428566,1.9
0,112,0,True,False,False,1.0,0.0,0.0,0.0,0.0,9.366043,66.538713,-3.0
0,113,0,True,False,False,0.0,0.0,0.0,1.0,0.0,75.901883,71.863697,5.7
0,114,0,True,False,False,0.0,0.0,0.0,1.0,0.0,75.901882,81.428566,9.5
0,115,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,28.596421,1.9
0,116,0,True,False,False,0.0,0.0,0.0,0.0,1.0,47.962494,40.849919,10.383456
0,117,0,True,False,False,0.0,0.0,0.0,1.0,0.0,89.576702,21.034175,5.7
0,118,0,True,False,False,0.0,0.0,0.0,1.0,0.0,92.796875,32.036996,9.5
0,119,0,True,False,False,0.0,0.0,0.0,1.0,0.0,74.440242,46.721218,9.5
0,120,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.815319,24.701782,9.5
0,121,0,True,False,False,1.0,0.0,0.0,0.0,0.0,9.366043,15.721958,-3.0
0,122,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.68171,81.428566,17.1
0,123,0,True,False,False,0.0,0.0,0.0,1.0,0.0,74.440242,46.721218,13.3
0,124,0,True,False,False,1.0,0.0,0.0,0.0,0.0,76.971478,30.241032,-3.0
0,125,0,True,False,False,1.0,0.0,0.0,0.0,0.0,110.774197,44.760106,-3.0
0,126,0,True,False,False,0.0,0.0,0.0,1.0,0.0,22.754617,13.925993,13.3
0,127,0,True,False,False,0.0,0.0,0.0,1.0,0.0,86.356529,24.701782,1.9
0,128,0,True,False,False,0.0,0.0,0.0,1.0,0.0,76.69601,24.701782,13.3
0,129,0,True,False,False,1.0,0.0,0.0,0.0,0.0,76.971478,22.981495,-3.0
0,130,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.021192,74.529693,13.3
0,131,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.31427,13.925992,1.9
0,132,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.220069,56.24501,5.7
0,133,0,True,False,False,1.0,0.0,0.0,0.0,0.0,110.774197,73.798249,-3.0
0,134,0,True,False,False,0.0,0.0,0.0,1.0,0.0,69.461537,71.863697,13.3
0,135,0,True,False,False,0.0,0.0,0.0,1.0,0.0,60.595145,32.036996,9.5
0,136,0,True,False,False,0.0,0.0,0.0,1.0,0.0,22.754618,43.26685,9.5
0,137,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534444,39.599241,9.5
0,138,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534444,28.596421,1.9
0,139,0,True,False,False,0.0,0.0,0.0,1.0,0.0,75.901882,74.529693,5.7
0,140,0,True,False,False,0.0,0.0,0.0,1.0,0.0,102.457393,24.701782,5.7
0,141,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.021193,78.762569,13.3
0,142,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534444,46.934458,9.5
0,143,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.01834,46.721218,13.3
0,144,0,True,False,False,0.0,0.0,0.0,1.0,0.0,76.781151,43.546619,1.9
0,145,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.31427,13.925992,5.7
0,146,0,True,False,False,0.0,0.0,0.0,1.0,0.0,74.440242,65.768802,5.7
0,147,0,True,False,False,0.0,0.0,0.0,1.0,0.0,77.386952,62.594206,5.7
0,148,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,43.26685,9.5
0,149,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.31427,21.261207,1.9
0,150,0,True,False,False,0.0,0.0,0.0,1.0,0.0,59.974565,81.428566,5.7
0,151,0,True,False,False,0.0,0.0,0.0,1.0,0.0,79.916184,28.369388,13.3
0,152,0,True,False,False,0.0,0.0,0.0,1.0,0.0,64.779723,53.070414,1.9
0,153,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194963,43.26685,9.5
0,154,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,46.934458,9.5
0,155,0,True,False,False,1.0,0.0,0.0,0.0,0.0,93.872837,88.317322,-3.0
0,156,0,True,False,False,0.0,0.0,0.0,1.0,0.0,60.595144,28.369388,9.5
0,157,0,True,False,False,1.0,0.0,0.0,0.0,0.0,68.520798,8.462421,-3.0
0,158,0,True,False,False,0.0,0.0,1.0,0.0,0.0,42.238512,43.54662,6.583456
0,159,0,True,False,False,0.0,0.0,0.0,1.0,0.0,66.241363,81.428566,17.1
0,160,0,True,False,False,0.0,0.0,1.0,0.0,0.0,51.899031,43.54662,13.3
0,161,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.035492,32.036996,9.5
0,162,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.220069,46.721218,1.9
0,163,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.97479,46.934458,13.3
0,164,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.68171,74.529694,1.9
0,165,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.681709,78.76257,9.5
0,166,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194964,17.5936,5.7
0,167,0,True,False,False,0.0,0.0,0.0,1.0,0.0,83.136357,24.701782,13.3
0,168,0,True,False,False,0.0,0.0,0.0,1.0,0.0,105.30817,32.036996,1.9
0,169,0,True,False,False,0.0,0.0,0.0,1.0,0.0,102.457394,32.036996,1.9
0,170,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,32.264028,13.3
0,171,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194964,28.596421,9.5
0,172,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.31427,35.931635,9.5
0,173,0,True,False,False,0.0,0.0,0.0,1.0,0.0,70.255665,21.034175,5.7
0,174,0,True,False,False,0.0,0.0,0.0,1.0,0.0,76.781151,43.546619,13.3
0,175,0,True,False,False,1.0,0.0,0.0,0.0,0.0,85.422157,30.241032,-3.0
0,176,0,True,False,False,1.0,0.0,0.0,0.0,0.0,34.71808,59.279179,-3.0
0,177,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,32.264028,5.7
0,178,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.035492,21.034175,5.7
0,179,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.815319,21.034175,5.7
0,180,0,True,False,False,0.0,0.0,0.0,1.0,0.0,102.457393,28.369388,13.3
0,181,0,True,False,False,0.0,0.0,0.0,1.0,0.0,86.356529,21.034175,1.9
0,182,0,True,False,False,0.0,0.0,1.0,0.0,0.0,35.081803,43.546619,6.583456
0,183,0,True,False,False,0.0,0.0,0.0,1.0,0.0,66.241364,78.762569,17.1
0,184,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.97479,46.934458,5.7
0,185,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.97479,32.264028,1.9
0,186,0,True,False,False,0.0,0.0,0.0,1.0,0.0,99.23722,32.036996,5.7
0,187,0,True,False,False,0.0,0.0,0.0,1.0,0.0,75.901882,78.76257,1.9
0,188,0,True,False,False,0.0,0.0,0.0,1.0,0.0,92.796875,28.369388,5.7
0,189,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.681709,78.76257,5.7
0,190,0,True,False,False,0.0,0.0,0.0,1.0,0.0,66.241364,78.762569,13.3
0,191,0,True,False,False,0.0,0.0,1.0,0.0,0.0,55.119204,43.546619,13.3
0,192,0,True,False,False,1.0,0.0,0.0,0.0,0.0,93.872837,73.798248,-3.0
0,193,0,True,False,False,1.0,0.0,0.0,0.0,0.0,102.323517,22.981495,-3.0
0,194,0,True,False,False,1.0,0.0,0.0,0.0,0.0,51.61944,52.019642,-3.0
0,195,0,True,False,False,0.0,0.0,0.0,1.0,0.0,70.255664,32.036996,13.3
0,196,0,True,False,False,0.0,0.0,0.0,1.0,0.0,73.475838,28.369388,1.9
0,197,0,True,False,False,0.0,0.0,0.0,1.0,0.0,60.595144,28.369388,1.9
0,198,0,True,False,False,0.0,0.0,0.0,1.0,0.0,92.796875,28.369388,13.3
0,199,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.681709,81.428566,5.7
0,200,0,True,False,False,0.0,0.0,0.0,1.0,0.0,83.136357,21.034175,9.5
0,201,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.974791,24.928814,5.7
0,202,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,24.928814,13.3
0,203,0,True,False,False,1.0,0.0,0.0,0.0,0.0,26.267402,30.241031,-3.0
0,204,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.974791,24.928814,9.5
0,205,0,True,False,False,0.0,0.0,0.0,1.0,0.0,99.237221,28.369388,1.9
0,206,0,True,False,False,0.0,0.0,1.0,0.0,0.0,58.339377,43.546619,13.3
0,207,0,True,False,False,0.0,0.0,0.0,1.0,0.0,96.017048,28.369388,5.7
0,208,0,True,False,False,0.0,0.0,0.0,1.0,0.0,89.576702,21.034175,13.3
0,209,0,True,False,False,0.0,0.0,0.0,1.0,0.0,79.916184,28.369389,1.9
0,210,0,True,False,False,0.0,0.0,1.0,0.0,0.0,42.238512,46.721218,6.583456
0,211,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,28.596421,9.5
0,212,0,True,False,False,0.0,0.0,0.0,1.0,0.0,83.136356,24.701782,5.7
0,213,0,True,False,False,1.0,0.0,0.0,0.0,0.0,9.366043,44.760106,-3.0
0,214,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.999897,56.245011,5.7
0,215,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.31427,35.931635,1.9
0,216,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194964,13.925993,9.5
0,217,0,True,False,False,0.0,0.0,0.0,1.0,0.0,74.440242,68.943401,5.7
0,218,0,True,False,False,1.0,0.0,0.0,0.0,0.0,9.366043,88.317322,-3.0
0,219,0,True,False,False,1.0,0.0,0.0,0.0,0.0,60.070118,15.721958,-3.0
0,220,0,True,False,False,0.0,0.0,0.0,1.0,0.0,89.576702,24.701782,9.5
0,221,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194963,13.925992,1.9
0,222,0,True,False,False,0.0,0.0,0.0,1.0,0.0,69.461536,78.76257,1.9
0,223,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.021193,78.76257,9.5
0,224,0,True,False,False,0.0,0.0,0.0,1.0,0.0,99.23722,28.369388,5.7
0,225,0,True,False,False,0.0,0.0,0.0,1.0,0.0,66.241364,81.428566,13.3
0,226,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.974791,17.5936,9.5
0,227,0,True,False,False,0.0,0.0,0.0,1.0,0.0,96.017048,21.034175,13.3
0,228,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.31427,46.934458,1.9
0,229,0,True,False,False,0.0,0.0,1.0,0.0,0.0,45.458684,43.546619,13.3
0,230,0,True,False,False,0.0,0.0,0.0,1.0,0.0,66.241364,74.529693,17.1
0,231,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.021192,78.76257,5.7
0,232,0,True,False,False,1.0,0.0,0.0,0.0,0.0,102.323517,73.798248,-3.0
0,233,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194964,32.264029,13.3
0,234,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.815319,32.036996,1.9
0,235,0,True,False,False,1.0,0.0,0.0,0.0,0.0,93.872837,81.057785,-3.0
0,236,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.021193,81.428566,17.1
0,237,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.035491,24.701782,5.7
0,238,0,True,False,False,0.0,0.0,0.0,1.0,0.0,79.916183,32.036996,1.9
0,239,0,True,False,False,0.0,0.0,0.0,1.0,0.0,73.475837,24.701782,1.9
0,240,0,True,False,False,0.0,0.0,0.0,1.0,0.0,75.901882,81.428566,17.1
0,241,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194963,17.5936,1.9
0,242,0,True,False,False,0.0,0.0,0.0,1.0,0.0,22.754618,46.934458,5.7
0,243,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.018339,46.721218,6.583456
0,244,0,True,False,False,0.0,0.0,0.0,1.0,0.0,89.576702,28.369389,13.3
0,245,0,True,False,False,0.0,0.0,0.0,1.0,0.0,69.461536,78.76257,13.3
0,246,0,True,False,False,1.0,0.0,0.0,0.0,0.0,17.816723,52.019642,-3.0
0,247,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.999897,65.768802,1.9
0,248,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.999897,49.895816,5.7
0,249,0,True,False,False,0.0,0.0,0.0,1.0,0.0,64.779722,68.943401,5.7
0,250,0,True,False,False,0.0,0.0,0.0,1.0,0.0,74.440242,46.721218,5.7
0,251,0,True,False,False,0.0,0.0,0.0,1.0,0.0,77.386951,49.895817,1.9
0,252,0,True,False,False,0.0,0.0,0.0,1.0,0.0,22.754617,13.925992,5.7
0,253,0,True,False,False,0.0,0.0,0.0,1.0,0.0,76.69601,21.034175,13.3
0,254,0,True,False,False,0.0,0.0,0.0,1.0,0.0,66.241363,78.762569,9.5
0,255,0,True,False,False,0.0,0.0,0.0,1.0,0.0,77.386951,56.245011,1.9
0,256,0,True,False,False,0.0,0.0,0.0,1.0,0.0,69.461537,74.529693,5.7
0,257,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.999897,53.070413,1.9
0,258,0,True,False,False,1.0,0.0,0.0,0.0,0.0,110.774197,8.462421,-3.0
0,259,0,True,False,False,0.0,0.0,0.0,1.0,0.0,59.974565,78.76257,9.5
0,260,0,True,False,False,1.0,0.0,0.0,0.0,0.0,34.71808,66.538714,-3.0
0,261,0,True,False,False,0.0,0.0,0.0,1.0,0.0,60.595144,24.701782,13.3
0,262,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.220069,43.546619,9.5
0,263,0,True,False,False,0.0,0.0,0.0,1.0,0.0,86.356529,24.701782,9.5
0,264,0,True,False,False,0.0,0.0,1.0,0.0,0.0,39.018339,46.721218,9.5
0,265,0,True,False,False,1.0,0.0,0.0,0.0,0.0,76.971478,81.057785,-3.0
0,266,0,True,False,False,1.0,0.0,0.0,0.0,0.0,76.971477,37.500568,-3.0
0,267,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.220069,59.419609,1.9
0,268,0,True,False,False,0.0,0.0,0.0,1.0,0.0,31.780201,32.264028,1.9
0,269,0,True,False,False,1.0,0.0,0.0,0.0,0.0,43.16876,44.760105,-3.0
0,270,0,True,False,False,0.0,0.0,1.0,0.0,0.0,35.081802,46.721218,13.3
0,271,0,True,False,False,0.0,0.0,0.0,1.0,0.0,79.916184,24.701782,5.7
0,272,0,True,False,False,0.0,0.0,0.0,1.0,0.0,29.194963,13.925992,5.7
0,273,0,True,False,False,0.0,0.0,0.0,1.0,0.0,74.440242,49.895817,1.9
0,274,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534444,13.925992,9.5
0,275,0,True,False,False,0.0,0.0,0.0,1.0,0.0,75.901882,74.529693,17.1
0,276,0,True,False,False,0.0,0.0,0.0,1.0,0.0,79.916183,24.701782,9.5
0,277,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.999897,56.24501,1.9
0,278,0,True,False,False,1.0,0.0,0.0,0.0,0.0,34.71808,37.500568,-3.0
0,279,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.220069,65.768802,1.9
0,280,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.31427,39.599241,5.7
0,281,0,True,False,False,0.0,0.0,0.0,1.0,0.0,69.461536,74.529693,17.1
0,282,0,True,False,False,0.0,0.0,0.0,1.0,0.0,96.017048,28.369389,13.3
0,283,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.974791,24.928814,1.9
0,284,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534443,17.5936,13.3
0,285,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.035492,21.034175,13.3
0,286,0,True,False,False,0.0,0.0,1.0,0.0,0.0,42.238512,46.721218,13.3
0,287,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534444,35.931635,5.7
0,288,0,True,False,False,0.0,0.0,0.0,1.0,0.0,63.815319,32.036996,9.5
0,289,0,True,False,False,1.0,0.0,0.0,0.0,0.0,68.520798,59.279178,-3.0
0,290,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534443,39.599241,1.9
0,291,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.534444,13.925992,13.3
0,292,0,True,False,False,1.0,0.0,0.0,0.0,0.0,60.070118,30.241032,-3.0
0,293,0,True,False,False,0.0,0.0,1.0,0.0,0.0,35.081802,43.546619,13.3
0,294,0,True,False,False,0.0,0.0,1.0,0.0,0.0,45.458684,46.721218,13.3
0,295,0,True,False,False,0.0,0.0,0.0,1.0,0.0,25.97479,43.26685,5.7
0,296,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.314271,39.599241,9.5
0,297,0,True,False,False,0.0,0.0,0.0,1.0,0.0,89.576702,28.369388,9.5
0,298,0,True,False,False,0.0,0.0,0.0,1.0,0.0,67.035492,32.036996,1.9
