graph_id,node_id,label,train_mask,val_mask,test_mask,feat_zoning_type_0,feat_zoning_type_1,feat_zoning_type_2,feat_zoning_type_3,feat_connectivity_0,feat_connectivity_1,feat_connectivity_2
0,76,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,77,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,78,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,79,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,80,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,81,8,False,False,True,0,0,0,1,0.2,0.0,0.8
0,82,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,83,8,False,False,True,0,0,0,1,0.0,0.75,0.25
0,84,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,85,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,86,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,87,8,False,False,True,0,0,0,1,0.2,0.0,0.8
0,88,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,89,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,90,8,False,False,True,0,0,0,1,0.2,0.0,0.8
0,91,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,92,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,93,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,94,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,95,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,96,8,False,False,True,0,0,0,1,0.0,0.857143,0.142857
0,97,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,98,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,99,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,100,8,False,False,True,0,0,0,1,0.0,0.75,0.25
0,101,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,102,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,103,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,104,8,False,False,True,0,0,0,1,0.2,0.0,0.8
0,105,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,106,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,107,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,108,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,109,8,False,False,True,0,0,0,1,0.0,0.857143,0.142857
0,110,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,111,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,112,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,113,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,114,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,115,8,False,False,True,0,0,0,1,0.2,0.0,0.8
0,116,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,117,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,118,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,119,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,120,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,121,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,122,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,123,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,124,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,125,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,126,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,127,8,False,False,True,0,0,0,1,0.0,0.857143,0.142857
0,128,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,129,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,130,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,131,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,132,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,133,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,134,8,False,False,True,0,0,0,1,0.0,0.75,0.25
0,135,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,136,8,False,False,True,0,0,0,1,0.0,0.857143,0.142857
0,137,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,138,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,139,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,140,8,False,False,True,0,0,0,1,0.0,0.75,0.25
0,141,8,False,False,True,0,0,0,1,0.0,0.857143,0.142857
0,142,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,143,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,144,8,False,False,True,0,0,0,1,0.0,0.75,0.25
0,145,8,False,False,True,0,0,0,1,0.0,0.857143,0.142857
0,146,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,147,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,148,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,149,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,150,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,151,8,False,False,True,0,0,0,1,0.0,0.75,0.25
0,152,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,153,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,154,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,155,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,156,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,157,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,158,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,159,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,160,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,161,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,162,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,163,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,164,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,165,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,166,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,167,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,168,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,169,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,170,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,171,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,172,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,173,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,174,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,175,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,176,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,177,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,178,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,179,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,180,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,181,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,182,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,183,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,184,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,185,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,186,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,187,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,188,4,False,False,True,0,1,0,0,0.0,0.0,0.0
0,189,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,190,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,191,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,192,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,193,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,194,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,195,8,False,False,True,0,0,0,1,0.0,0.75,0.25
0,196,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,197,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,198,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,199,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,200,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,201,8,False,False,True,0,0,0,1,0.0,0.75,0.25
0,202,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,203,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,204,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,205,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,206,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,207,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,208,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,209,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,210,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,211,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,212,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,213,8,False,False,True,0,0,0,1,0.0,0.857143,0.142857
0,214,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,215,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,216,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,217,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,218,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,219,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,220,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,221,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,222,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,223,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,224,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,225,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,226,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,227,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,228,8,False,False,True,0,0,0,1,0.0,0.857143,0.142857
0,229,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,230,8,False,False,True,0,0,0,1,0.0,0.857143,0.142857
0,231,8,False,False,True,0,0,0,1,0.0,0.75,0.25
0,232,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,233,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,234,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,235,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,236,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,237,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,238,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,239,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,240,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,241,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,242,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,243,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,244,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,245,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,246,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,247,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,248,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,249,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,250,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,251,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,252,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,253,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,254,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,255,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,256,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,257,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,258,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,259,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,260,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,261,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,262,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,263,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,264,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,265,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,266,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,267,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,268,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,269,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,270,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,271,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,272,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,273,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,274,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,275,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,276,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,277,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,278,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,279,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,280,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,281,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,282,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,283,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,284,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,285,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,286,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,287,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,288,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,289,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,290,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,291,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,292,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,293,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,294,4,False,False,True,0,1,0,0,0.0,1.0,0.0
0,295,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,296,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,297,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,298,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,299,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,300,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,301,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,302,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,303,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,304,4,False,False,True,0,1,0,0,0.2,0.0,0.8
0,305,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,306,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,307,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,308,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,309,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,310,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,311,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,312,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,313,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,314,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,315,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,316,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,317,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,318,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,319,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,320,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,321,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,322,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,323,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,324,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,325,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,326,2,False,False,True,0,1,0,0,0.0,0.0,0.0
0,327,2,False,False,True,0,1,0,0,0.0,0.0,0.0
0,328,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,329,4,False,False,True,0,1,0,0,0.2,0.0,0.8
0,330,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,331,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,332,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,333,6,False,False,True,0,0,1,0,0.0,1.0,0.0
0,334,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,335,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,336,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,337,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,338,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,339,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,340,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,341,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,342,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,343,6,False,False,True,0,0,1,0,0.0,1.0,0.0
0,344,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,345,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,346,2,False,False,True,0,1,0,0,0.0,0.0,0.0
0,347,4,False,False,True,0,1,0,0,0.2,0.0,0.8
0,348,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,349,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,350,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,351,2,False,False,True,0,1,0,0,0.0,0.0,0.0
0,352,2,False,False,True,0,1,0,0,0.0,0.0,0.0
0,353,2,False,False,True,0,1,0,0,0.0,0.0,0.0
0,354,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,355,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,356,2,False,False,True,0,1,0,0,0.0,0.0,0.0
0,357,2,False,False,True,0,1,0,0,0.0,0.0,0.0
0,358,6,False,False,True,0,0,1,0,0.0,0.0,0.0
0,359,6,False,False,True,0,0,1,0,0.0,0.0,0.0
0,360,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,361,6,False,False,True,0,0,1,0,0.0,0.0,0.0
0,362,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,363,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,364,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,365,2,False,False,True,0,1,0,0,0.0,0.0,0.0
0,366,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,367,6,False,False,True,0,0,1,0,0.0,1.0,0.0
0,368,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,369,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,370,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,371,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,372,5,False,False,True,0,0,1,0,1.0,0.0,0.0
0,373,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,374,6,False,False,True,0,0,1,0,0.0,1.0,0.0
0,375,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,376,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,377,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,378,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,379,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,380,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,381,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,382,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,383,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,384,6,False,False,True,0,0,1,0,0.0,0.0,0.0
0,385,4,False,False,True,0,1,0,0,0.0,0.75,0.25
0,386,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,387,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,388,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,389,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,390,4,False,False,True,0,1,0,0,0.2,0.0,0.8
0,391,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,392,2,False,False,True,0,1,0,0,0.0,1.0,0.0
0,393,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,394,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,395,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,396,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,397,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,398,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,399,6,False,False,True,0,0,1,0,0.0,0.0,0.0
0,400,4,False,False,True,0,1,0,0,0.2,0.0,0.8
0,401,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,402,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,403,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,404,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,405,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,406,4,False,False,True,0,1,0,0,0.2,0.0,0.8
0,407,6,False,False,True,0,0,1,0,0.0,1.0,0.0
0,408,6,False,False,True,0,0,1,0,0.0,0.0,0.0
0,409,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,410,8,False,False,True,0,0,0,1,0.0,1.0,0.0
0,411,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,412,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,413,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,414,6,False,False,True,0,0,1,0,0.0,1.0,0.0
0,415,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,416,6,False,False,True,0,0,1,0,0.0,1.0,0.0
0,417,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,418,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,419,4,False,False,True,0,1,0,0,0.2,0.0,0.8
0,420,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,421,4,False,False,True,0,1,0,0,0.0,0.857143,0.142857
0,422,6,False,False,True,0,0,1,0,0.0,0.0,0.0
0,423,6,False,False,True,0,0,1,0,0.0,0.0,0.0
0,424,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,425,1,False,False,True,0,1,0,0,0.0,1.0,0.0
0,426,7,False,False,True,0,0,1,0,0.0,1.0,0.0
0,427,0,False,False,True,1,0,0,0,0.0,1.0,0.0
0,428,6,False,False,True,0,0,1,0,0.0,0.0,0.0
